Date,Month,Year,Neighborhood,Street,NumberOfRooms,Floor,Size,Apartment_Price
12/02/2012,2,2012,Rambam,HaKovesh,3,1,74,885000
15/02/2012,2,2012,NeotShikma,Alkabets,3,3,65,1220000
16/02/2012,2,2012,NeotAshalim,HaTizmoret,3,4,71,1270000
20/02/2012,2,2012,Rambam,Dror,3,5,67,895000
20/02/2012,2,2012,Rambam,HaMeyasedim,3,3,69,825000
21/02/2012,2,2012,Rambam,HaGdudHaivri,4,1,70,900000
21/02/2012,2,2012,NeotShikma,Kalischer,4,2,102,1625000
21/02/2012,2,2012,Rambam,YosefFainberg,5,3,127,1650000
21/02/2012,2,2012,NeotAshalim,HaTizmoret,3,1,67,1240000
21/02/2012,2,2012,Rambam,EinHaKore,3,1,67,1010000
22/02/2012,2,2012,Rambam,Vitkin,4,4,79,800000
22/02/2012,2,2012,Rambam,Alkalai,4,2,79,1000000
22/02/2012,2,2012,NeotShikma,HaRavGoren,3,1,67,1165000
26/02/2012,2,2012,Rambam,Abarbanel,4,2,108,1187000
27/02/2012,2,2012,NeotShikma,Shlonsky,4,3,100,2000000
28/02/2012,2,2012,Rambam,Abarbanel,4,4,77,930000
29/02/2012,2,2012,Rambam,Givati,4,7,90,1190000
06/03/2012,3,2012,PrasNovel,MaagalAshalom,3,2,76,1450000
07/03/2012,3,2012,NeotShikma,Rival,4,5,93,1450000
07/03/2012,3,2012,NeotShikma,HaNagid,3,6,74,1326000
08/03/2012,3,2012,NeotAshalim,HaTizmoret,4,3,106,1425000
08/03/2012,3,2012,Rambam,EinHaKore,2,3,48,620000
12/03/2012,3,2012,Rambam,HaGdudHaivri,2,2,35,606000
13/03/2012,3,2012,NeotAshalim,HaGitit,3,4,67,1245000
14/03/2012,3,2012,Rambam,ShlomoEliraz,4,10,125,1368300
14/03/2012,3,2012,NeotAshalim,HaKlarnit,3,1,64,1200000
15/03/2012,3,2012,PrasNovel,MaagalAshalom,5,7,111,1590000
15/03/2012,3,2012,Rambam,Alkalai,3,2,52,800000
15/03/2012,3,2012,NeotShikma,BenSaruq,5,12,124,2170000
16/03/2012,3,2012,Rambam,DavidAlroi,3,4,48,625000
18/03/2012,3,2012,NeotShikma,HaRashba,5,7,108,1500000
18/03/2012,3,2012,Rambam,HaRavZinger,2,2,45,730000
19/03/2012,3,2012,NeotAshalim,HaPsanter,4,5,73,1350000
19/03/2012,3,2012,Rambam,AhadHaAm,3,3,57,800000
19/03/2012,3,2012,NeotAshalim,HaTizmoret,3,2,73,1300000
19/03/2012,3,2012,Rambam,HaRavUziel,3,3,58,848000
20/03/2012,3,2012,Rambam,YohananHaSandlar,3.5,1,72,880000
20/03/2012,3,2012,NeotAshalim,HaUgav,5,3,119,2100000
25/03/2012,3,2012,NeotAshalim,HaMapuhit,4,4,83,1320000
26/03/2012,3,2012,NeotShikma,HaNagid,4,3,101,1550000
27/03/2012,3,2012,Rambam,Givati,3.5,7,79,870000
28/03/2012,3,2012,Rambam,Dror,3,4,53,910000
29/03/2012,3,2012,NeotAshalim,HaKinor,3,1,69,1190000
02/04/2012,4,2012,NeotShikma,HaRavGoren,4,6,96,1515000
02/04/2012,4,2012,NeotAshalim,HaPsanter,3,2,64,1340000
03/04/2012,4,2012,Rambam,YohananHaSandlar,3,3,68,1200000
04/04/2012,4,2012,Rambam,HaRavKuk,5,2,100,1470000
05/04/2012,4,2012,NeotShikma,Rival,4,6,97,1475000
05/04/2012,4,2012,Rambam,Eisenband,3,6,78,960000
05/04/2012,4,2012,Rambam,RabbiYosefKaro,3,3,79,1070000
05/04/2012,4,2012,Rambam,YohananHaSandlar,3,7,68,1177000
10/04/2012,4,2012,NeotAshalim,HeHalil,5,1,84,1350000
16/04/2012,4,2012,Rambam,EinHaKore,4,7,95,1080000
16/04/2012,4,2012,NeotAshalim,HaGitit,4,3,92,1450000
17/04/2012,4,2012,Rambam,Dror,2.5,1,60,790000
18/04/2012,4,2012,NeotAshalim,HaOrgan,4,1,95,1420000
18/04/2012,4,2012,Rambam,TsviFrank,3.5,2,76,1060000
19/04/2012,4,2012,Rambam,ShlomoEliraz,5,7,125,1463300
19/04/2012,4,2012,Rambam,Abarbanel,2,3,38,740000
22/04/2012,4,2012,Rambam,Dror,3,3,62,845000
24/04/2012,4,2012,Rambam,YosefFainberg,3,4,60,890000
24/04/2012,4,2012,NeotShikma,HaRavNeriya,5,2,121,2110000
29/04/2012,4,2012,Rambam,Abarbanel,4.5,8,108,1140000
29/04/2012,4,2012,Rambam,Mohilever,4.5,2,100,1220000
29/04/2012,4,2012,NeotShikma,BenSaruq,4,2,84,1515000
01/05/2012,5,2012,NeotAshalim,HaUgav,4,2,94,1395000
01/05/2012,5,2012,NeotShikma,Kapah,4,8,90,1465000
01/05/2012,5,2012,Rambam,KidushHaShem,4,3,88,1060000
02/05/2012,5,2012,Rambam,ShlomoEliraz,5,10,125,1484200
02/05/2012,5,2012,Rambam,Habad,4,3,96,1130000
02/05/2012,5,2012,Rambam,Betsalel,4.5,2,99,1300000
03/05/2012,5,2012,Rambam,RabbiYosefKaro,4,4,81,1020000
04/05/2012,5,2012,NeotAshalim,HaOrgan,4,3,93,1390000
04/05/2012,5,2012,NeotShikma,HaRavGoren,3,2,67,1230000
06/05/2012,5,2012,Rambam,Abarbanel,4,3,108,1300000
06/05/2012,5,2012,Rambam,Jerusalem,3,3,65,897000
07/05/2012,5,2012,Rambam,HaGdudHaivri,4,2,88,965000
07/05/2012,5,2012,PrasNovel,MaagalAshalom,5,10,108,1960000
08/05/2012,5,2012,NeotShikma,Rival,4,9,93,1415000
08/05/2012,5,2012,Rambam,ShlomoEliraz,4,13,107,1333300
09/05/2012,5,2012,Rambam,YohananHaSandlar,4,7,96,1410000
10/05/2012,5,2012,Rambam,BenZeev,3,1,63,920000
11/05/2012,5,2012,NeotAshalim,HaTizmoret,3,1,72,1225000
11/05/2012,5,2012,NeotShikma,BenSaruq,3,8,65,1230000
14/05/2012,5,2012,PrasNovel,MaagalAshalom,4,10,95,1600000
15/05/2012,5,2012,PrasNovel,MaagalAshalom,5,9,111,2000000
16/05/2012,5,2012,Rambam,Weizbard,3.5,2,70,900000
17/05/2012,5,2012,Rambam,Rashi,3,3,61,800000
17/05/2012,5,2012,Rambam,Habad,3.5,5,73,900000
18/05/2012,5,2012,NeotAshalim,HaTizmoret,3,1,73,1315000
18/05/2012,5,2012,Rambam,Vigodski,3,1,76,950000
20/05/2012,5,2012,PrasNovel,MaagalAshalom,4,11,95,1625000
20/05/2012,5,2012,PrasNovel,MaagalAshalom,5,10,109,1850000
20/05/2012,5,2012,Rambam,Alkalai,4,4,86,1140000
20/05/2012,5,2012,Rambam,Dror,3,4,53,925000
21/05/2012,5,2012,Rambam,ShlomoEliraz,5,11,120,1510200
21/05/2012,5,2012,PrasNovel,MaagalAshalom,5,6,108,1960000
22/05/2012,5,2012,NeotShikma,Kapah,3,6,71,1235000
22/05/2012,5,2012,Rambam,Alkalai,2,3,50,715000
23/05/2012,5,2012,NeotShikma,Alterman,3,1,64,1265000
23/05/2012,5,2012,NeotShikma,HaRabimiLiubavich,3,2,65,1200000
25/05/2012,5,2012,Rambam,HaCarmel,3,2,79,950000
28/05/2012,5,2012,Rambam,ShlomoEliraz,5,18,138,1475935
28/05/2012,5,2012,NeotShikma,HaRabimiLiubavich,4,1,103,1470000
28/05/2012,5,2012,NeotShikma,Alkabets,3,1,66,1170000
28/05/2012,5,2012,Rambam,AsherLevin,2.5,5,62,975000
29/05/2012,5,2012,Rambam,HaGdudHaivri,3,1,61,750000
30/05/2012,5,2012,Rambam,Vigodski,4,1,92,1050000
30/05/2012,5,2012,Rambam,TsadiGimelBanot,3,2,68,950000
31/05/2012,5,2012,Rambam,Eisenband,3.5,6,93,1100000
03/06/2012,6,2012,Rambam,ShlomoEliraz,4,22,100,1443300
03/06/2012,6,2012,Rambam,Dror,3,2,53,882000
04/06/2012,6,2012,Rambam,Abarbanel,3.5,8,78,1065000
05/06/2012,6,2012,PrasNovel,MaagalAshalom,3,5,76,1395000
05/06/2012,6,2012,Rambam,TsadiGimelBanot,3,3,65,750000
05/06/2012,6,2012,Rambam,HaAhimSuleiman,4.5,1,69,2400000
06/06/2012,6,2012,Rambam,HaGdudHaivri,3.5,1,78,845000
06/06/2012,6,2012,NeotAshalim,HaKinor,4,1,91,1355000
06/06/2012,6,2012,NeotShikma,BenSaruq,5,2,108,1630000
07/06/2012,6,2012,NeotShikma,Rival,4,2,76,1180000
08/06/2012,6,2012,NeotAshalim,HaTizmoret,5,3,109,1760000
10/06/2012,6,2012,PrasNovel,MaagalAshalom,3,2,76,1400000
11/06/2012,6,2012,Rambam,HaGdudHaivri,4,5,118,1600000
12/06/2012,6,2012,NeotAshalim,HaTizmoret,5,5,92,1640000
12/06/2012,6,2012,Rambam,HaRavSibahi,3.5,2,73,920000
13/06/2012,6,2012,Rambam,HaAhimSuleiman,3.5,12,82,1280000
15/06/2012,6,2012,NeotAshalim,HaUgav,4,3,100,1510000
17/06/2012,6,2012,NeotShikma,BenSaruq,6,10,145,2150000
17/06/2012,6,2012,NeotShikma,HaRashba,3,1,65,1163000
17/06/2012,6,2012,Rambam,Dror,6,4,131,1750000
17/06/2012,6,2012,Rambam,HaAhimSuleiman,3.5,3,81,1260000
18/06/2012,6,2012,Rambam,Jerusalem,4,5,83,1050000
18/06/2012,6,2012,NeotShikma,HaNagid,3,2,65,1180000
19/06/2012,6,2012,PrasNovel,MaagalAshalom,4,9,94,1750000
19/06/2012,6,2012,Rambam,Rothschild,4,3,86,1196000
19/06/2012,6,2012,Rambam,Dror,3,2,66,1150000
20/06/2012,6,2012,NeotShikma,HaRavGoren,4,9,96,1565000
21/06/2012,6,2012,NeotAshalim,HaKlarnit,5,4,113,1700000
21/06/2012,6,2012,NeotAshalim,HaKlarnit,5,1,117,1700000
21/06/2012,6,2012,Rambam,Herzl,4,2,71,1220000
21/06/2012,6,2012,Rambam,Herzl,2,2,50,900000
22/06/2012,6,2012,Rambam,YehudaLeib,2,4,47,760000
24/06/2012,6,2012,Rambam,Brandeis,6,4,142,1650000
24/06/2012,6,2012,Rambam,ShlomoEliraz,4,14,100,1333300
25/06/2012,6,2012,Rambam,Dror,3.5,2,85,1040000
25/06/2012,6,2012,Rambam,ShlomoEliraz,5,18,120,1654200
27/06/2012,6,2012,NeotAshalim,HaTizmoret,3,7,69,1170000
27/06/2012,6,2012,Rambam,TsadiGimelBanot,3,3,63,820000
27/06/2012,6,2012,Rambam,ShlomoEliraz,4,12,107,1540000
27/06/2012,6,2012,NeotAshalim,HaTof,2,2,44,1055000
28/06/2012,6,2012,Rambam,KidushHaShem,3.5,5,77,985000
29/06/2012,6,2012,Rambam,DavidAlroi,3,2,48,850000
01/07/2012,7,2012,NeotShikma,Rival,4,4,102,1400000
01/07/2012,7,2012,NeotShikma,Shlonsky,5,4,130,2731000
01/07/2012,7,2012,Rambam,Dror,2,1,51,812000
02/07/2012,7,2012,Rambam,YohananHaSandlar,3.5,4,84,875000
02/07/2012,7,2012,Rambam,TsadiGimelBanot,4,1,75,950000
03/07/2012,7,2012,NeotAshalim,HaTizmoret,3,1,69,1220000
03/07/2012,7,2012,Rambam,ShlomoEliraz,4,20,100,1513300
04/07/2012,7,2012,PrasNovel,MaagalAshalom,5,13,111,1780000
04/07/2012,7,2012,Rambam,YehudaLeib,3,2,72,819000
04/07/2012,7,2012,Rambam,Dror,2,1,60,757000
04/07/2012,7,2012,Rambam,Dror,2.5,3,51,763000
05/07/2012,7,2012,NeotShikma,HaNagid,4,2,96,1500000
05/07/2012,7,2012,NeotAshalim,HaTizmoret,5,2,103,1640000
05/07/2012,7,2012,Rambam,Weizbard,3.5,3,80,975000
10/07/2012,7,2012,NeotShikma,BenSaruq,3,4,65,1170000
13/07/2012,7,2012,NeotAshalim,HaPsanter,5,6,138,2000000
15/07/2012,7,2012,NeotShikma,HaRashba,4,2,96,1510000
16/07/2012,7,2012,PrasNovel,MaagalAshalom,3,4,76,1535000
17/07/2012,7,2012,NeotShikma,HaRavNeriya,5,9,120,1900000
17/07/2012,7,2012,Rambam,HaGdudHaivri,3,2,68,880000
18/07/2012,7,2012,NeotShikma,BenSaruq,4,7,96,1420000
18/07/2012,7,2012,Rambam,NaomiPersol,2,1,62,800000
19/07/2012,7,2012,Rambam,Abarbanel,4,13,105,1150000
19/07/2012,7,2012,NeotAshalim,HaOrgan,3,4,62,1250000
20/07/2012,7,2012,Rambam,HaRavZinger,2,2,47,735000
22/07/2012,7,2012,Rambam,YehudaLeib,5,1,101,1150000
23/07/2012,7,2012,PrasNovel,MaagalAshalom,4,7,94,1710000
23/07/2012,7,2012,NeotShikma,BenSaruq,5,7,108,1690000
24/07/2012,7,2012,Rambam,Dror,2.5,2,59,935000
25/07/2012,7,2012,Rambam,TsadiGimelBanot,3,2,62,935000
26/07/2012,7,2012,Rambam,HaRavZinger,3,3,64,1010000
30/07/2012,7,2012,Rambam,ShlomoEliraz,5,7,139,1454200
30/07/2012,7,2012,Rambam,ShlomoEliraz,4,10,109,1298300
30/07/2012,7,2012,Rambam,Abarbanel,4,8,86,1060000
30/07/2012,7,2012,Rambam,HaRavMaimon,3,1,64,1010000
30/07/2012,7,2012,Rambam,Dror,2,1,51,839000
30/07/2012,7,2012,Rambam,Jerusalem,2,1,47,770000
31/07/2012,7,2012,PrasNovel,MaagalAshalom,4,1,89,1540000
31/07/2012,7,2012,Rambam,ShlomoEliraz,4,21,100,1423300
31/07/2012,7,2012,Rambam,Rambam,3.5,2,82,1050000
31/07/2012,7,2012,Rambam,Rambam,4,2,69,1025000
31/07/2012,7,2012,Rambam,Balfour,4,2,99,1390000
31/07/2012,7,2012,Rambam,AsherLevin,4,1,85,1280000
01/08/2012,8,2012,NeotShikma,Alkabets,3,8,65,1040000
02/08/2012,8,2012,NeotShikma,HaRashba,6,6,119,1850000
05/08/2012,8,2012,NeotAshalim,HaUgav,4,1,100,1385000
05/08/2012,8,2012,Rambam,AhadHaAm,3,4,65,860000
05/08/2012,8,2012,PrasNovel,MaagalAshalom,4,12,94,1840000
05/08/2012,8,2012,Rambam,YehudaLeib,2.5,3,53,805000
06/08/2012,8,2012,NeotAshalim,HaKinor,4,5,94,1420000
06/08/2012,8,2012,NeotAshalim,HaTizmoret,4,6,90,1470000
06/08/2012,8,2012,Rambam,Abarbanel,3.5,1,94,1010000
06/08/2012,8,2012,NeotShikma,HaRashba,3,7,65,1230000
07/08/2012,8,2012,PrasNovel,MaagalAshalom,3,1,76,1350000
08/08/2012,8,2012,NeotShikma,Rival,3,1,76,1321000
09/08/2012,8,2012,Rambam,Brandeis,5,1,116,1210000
12/08/2012,8,2012,NeotAshalim,HaOrgan,4,5,93,1545000
12/08/2012,8,2012,Rambam,Rothschild,2,3,68,878000
13/08/2012,8,2012,Rambam,Abarbanel,4,7,95,1100000
14/08/2012,8,2012,NeotAshalim,HaTizmoret,3,2,77,1250000
15/08/2012,8,2012,Rambam,ShlomoEliraz,5,10,120,1489200
15/08/2012,8,2012,Rambam,Nehama,4,3,80,1350000
16/08/2012,8,2012,Rambam,ShlomoEliraz,4,3,109,1300000
16/08/2012,8,2012,NeotShikma,AlHarizi,3,3,73,1400000
19/08/2012,8,2012,NeotShikma,Alkabets,3,6,65,1175000
19/08/2012,8,2012,Rambam,AsherLevin,3,3,66,800000
19/08/2012,8,2012,Rambam,HaGdudHaivri,3,3,68,910000
20/08/2012,8,2012,Rambam,HaHafetsHaim,3,1,78,1100000
21/08/2012,8,2012,Rambam,DavidAlroi,2,3,36,640000
22/08/2012,8,2012,Rambam,Abarbanel,4,2,76,1047000
22/08/2012,8,2012,Rambam,HaCarmel,5,4,110,1730000
22/08/2012,8,2012,Rambam,Mohilever,3.5,5,79,1180000
26/08/2012,8,2012,NeotShikma,MoreshetIsrael,4,5,82,1300000
26/08/2012,8,2012,NeotShikma,HaNagid,3,1,69,1200000
26/08/2012,8,2012,Rambam,HaHafetsHaim,3,3,67,895000
27/08/2012,8,2012,Rambam,ShlomoEliraz,5,11,125,1544200
27/08/2012,8,2012,NeotAshalim,HaUgav,4,5,103,1555000
27/08/2012,8,2012,NeotShikma,Shlonsky,4,2,120,2400000
28/08/2012,8,2012,NeotShikma,Shlonsky,4,5,110,2400000
29/08/2012,8,2012,NeotShikma,HaRavGoren,4,11,96,1640000
29/08/2012,8,2012,Rambam,HaKuzari,5,4,116,1250000
30/08/2012,8,2012,NeotShikma,HaRashba,5,10,108,1750000
30/08/2012,8,2012,Rambam,ShlomoEliraz,4,13,109,1403000
30/08/2012,8,2012,NeotShikma,Rival,4,10,94,1540000
01/09/2012,9,2012,NeotShikma,Kalischer,3,1,65,1100000
02/09/2012,9,2012,NeotAshalim,HaTizmoret,4,1,100,1380000
02/09/2012,9,2012,NeotAshalim,HaTof,2,5,43,1040000
02/09/2012,9,2012,Rambam,AsherLevin,2.5,2,67,925000
03/09/2012,9,2012,Rambam,Dror,3.5,3,81,950000
03/09/2012,9,2012,Rambam,MordekhaiMotelehRosenstein,5,3,120,1700000
04/09/2012,9,2012,Rambam,HaAhimSuleiman,4,6,97,1365000
05/09/2012,9,2012,NeotShikma,Kapah,4,1,98,1410000
05/09/2012,9,2012,Rambam,TsadiGimelBanot,3,2,79,970000
06/09/2012,9,2012,Rambam,HaKovesh,4,3,76,1195000
06/09/2012,9,2012,Rambam,ShlomoEliraz,3,1,70,1077000
07/09/2012,9,2012,Rambam,YehudaHalevi,3.5,4,61,790000
07/09/2012,9,2012,Rambam,DavidAlroi,3,1,48,800000
07/09/2012,9,2012,Rambam,MordekhaiMotelehRosenstein,5,2,105,2000000
09/09/2012,9,2012,NeotAshalim,HaGitit,4,5,92,1400000
09/09/2012,9,2012,NeotAshalim,HaUgav,4,1,94,1420000
10/09/2012,9,2012,Rambam,HaGdudHaivri,3,4,63,805000
10/09/2012,9,2012,Rambam,Dror,3.5,2,76,980000
11/09/2012,9,2012,Rambam,YehudaLeib,5,4,146,1920000
12/09/2012,9,2012,Rambam,HaGdudHaivri,3.5,4,78,970000
12/09/2012,9,2012,Rambam,Rashi,4,2,84,1020000
12/09/2012,9,2012,Rambam,HaAhimSuleiman,4,5,94,1380000
12/09/2012,9,2012,Rambam,Abarbanel,4,1,93,1050000
12/09/2012,9,2012,Rambam,ShlomoEliraz,4,16,109,1496087
12/09/2012,9,2012,Rambam,Rambam,3.5,2,73,1018000
12/09/2012,9,2012,Rambam,HaKovesh,3,2,62,1000000
13/09/2012,9,2012,PrasNovel,MaagalAshalom,4,8,94,1770000
13/09/2012,9,2012,Rambam,Betsalel,4,4,99,1250000
13/09/2012,9,2012,Rambam,ShlomoEliraz,4,22,100,1496000
20/09/2012,9,2012,Rambam,HaHafetsHaim,2,1,47,850000
21/09/2012,9,2012,NeotAshalim,HaUgav,4,3,93,1450000
21/09/2012,9,2012,NeotShikma,HaRavGoren,4,6,96,1650000
23/09/2012,9,2012,Rambam,ShlomoEliraz,4,9,109,1303300
23/09/2012,9,2012,NeotShikma,BenSaruq,4,1,84,1300000
23/09/2012,9,2012,Rambam,Herzl,3,2,65,1290000
24/09/2012,9,2012,Rambam,HaGaonMiVilna,4,2,84,1200000
27/09/2012,9,2012,Rambam,TsadiGimelBanot,3,4,65,790000
27/09/2012,9,2012,NeotAshalim,HaUgav,4,2,94,1509000
02/10/2012,10,2012,PrasNovel,MaagalAshalom,3,5,79,1390000
02/10/2012,10,2012,Rambam,HaRavBruk,4,3,89,1275000
03/10/2012,10,2012,NeotAshalim,HaGitit,3,2,67,1250000
04/10/2012,10,2012,NeotAshalim,HaGitit,4,5,92,1590000
09/10/2012,10,2012,Rambam,Nehama,3.5,2,77,1066000
11/10/2012,10,2012,NeotAshalim,HaTizmoret,3,6,75,1200000
14/10/2012,10,2012,PrasNovel,MaagalAshalom,4,7,96,1625000
14/10/2012,10,2012,Rambam,ShlomoEliraz,5,14,138,1704200
14/10/2012,10,2012,NeotShikma,AlHarizi,4,2,105,1730000
15/10/2012,10,2012,Rambam,ShlomoEliraz,4,12,100,1505300
16/10/2012,10,2012,Rambam,HaKovesh,4,4,75,1060000
16/10/2012,10,2012,Rambam,Margolin,3.5,1,75,1145000
17/10/2012,10,2012,NeotAshalim,HaTizmoret,4,3,83,1340000
18/10/2012,10,2012,Rambam,HaGaonMiVilna,2,2,51,980000
21/10/2012,10,2012,Rambam,Givati,5.5,8,144,1500000
21/10/2012,10,2012,Rambam,HaGdudHaivri,4.5,7,126,1775000
22/10/2012,10,2012,Rambam,ShlomoEliraz,4,21,100,1528000
22/10/2012,10,2012,Rambam,Givati,4,6,89,1400000
23/10/2012,10,2012,Rambam,Mohilever,4.5,5,100,1180000
23/10/2012,10,2012,NeotAshalim,HeHalil,4,1,88,1300000
23/10/2012,10,2012,NeotShikma,HaRavUnterman,5,3,111,1730000
24/10/2012,10,2012,NeotShikma,HaRavGoren,4,1,85,1500000
25/10/2012,10,2012,Rambam,Vitkin,4,1,79,1065000
26/10/2012,10,2012,Rambam,Yehuda,3,3,77,960000
28/10/2012,10,2012,Rambam,Vitkin,3,1,80,880000
28/10/2012,10,2012,Rambam,Givati,4,2,85,998000
28/10/2012,10,2012,Rambam,Nordau,2,1,52,725000
28/10/2012,10,2012,Rambam,ShlomoEliraz,4,10,100,1353300
29/10/2012,10,2012,Rambam,Betsalel,3,1,73,1020000
31/10/2012,10,2012,NeotShikma,Kapah,4,1,98,1370000
31/10/2012,10,2012,NeotShikma,HaRavGoren,3,1,67,1250000
31/10/2012,10,2012,Rambam,DavidAlroi,2,3,36,707000
02/11/2012,11,2012,NeotAshalim,HaTizmoret,4,1,73,1365000
04/11/2012,11,2012,NeotAshalim,HaTizmoret,4,4,83,1370000
05/11/2012,11,2012,Rambam,YehudaHalevi,4,3,77,925000
05/11/2012,11,2012,Rambam,Brandeis,5,2,101,1385000
06/11/2012,11,2012,NeotAshalim,HaUgav,4,5,96,1500000
07/11/2012,11,2012,Rambam,StephenWise,4,4,84,1050000
07/11/2012,11,2012,Rambam,Givati,4,3,106,1240000
07/11/2012,11,2012,Rambam,HaRavUziel,4,2,93,1335000
07/11/2012,11,2012,Rambam,ShlomoEliraz,4,8,100,1468300
08/11/2012,11,2012,NeotAshalim,HeHalil,4,1,88,1400000
08/11/2012,11,2012,NeotShikma,Kalischer,5,3,111,1950000
10/11/2012,11,2012,NeotShikma,HaRavGoren,4,5,82,1320000
11/11/2012,11,2012,Rambam,Rashi,5,2,128,1282000
11/11/2012,11,2012,PrasNovel,MaagalAshalom,3,5,76,1450000
11/11/2012,11,2012,NeotShikma,Shlonsky,5,3,101,1950000
11/11/2012,11,2012,Rambam,ItamarBenAvi,4,3,87,1200000
12/11/2012,11,2012,Rambam,Dror,3,3,68,950000
14/11/2012,11,2012,Rambam,Alkalai,4,3,71,1065000
15/11/2012,11,2012,Rambam,Vitkin,3.5,3,78,1000000
15/11/2012,11,2012,Rambam,Dror,3,1,66,1000000
15/11/2012,11,2012,Rambam,Rashi,3,2,60,900000
18/11/2012,11,2012,NeotShikma,BenSaruq,3,3,65,1200000
19/11/2012,11,2012,NeotShikma,Kalischer,4,1,95,1400000
20/11/2012,11,2012,Rambam,Abarbanel,4,4,95,1040000
21/11/2012,11,2012,NeotAshalim,HaGitit,4,4,92,1490000
22/11/2012,11,2012,NeotShikma,Rival,5,7,105,1780000
23/11/2012,11,2012,Rambam,BenZeev,3,3,74,970000
23/11/2012,11,2012,Rambam,TsviFrank,3.5,2,82,1097000
25/11/2012,11,2012,Rambam,HaAhimSuleiman,4,4,94,1320000
25/11/2012,11,2012,Rambam,ShlomoEliraz,4,17,100,1488300
26/11/2012,11,2012,Rambam,Vigodski,4,1,99,1130000
26/11/2012,11,2012,NeotAshalim,HaMapuhit,3,2,72,1180000
26/11/2012,11,2012,NeotShikma,HaRavUnterman,4,3,102,1690000
28/11/2012,11,2012,NeotShikma,AlHarizi,4,2,106,1675000
28/11/2012,11,2012,NeotAshalim,HaMapuhit,4,3,83,1322000
28/11/2012,11,2012,Rambam,Herzl,4,2,64,1042000
28/11/2012,11,2012,Rambam,EinHaKore,3,1,61,950000
28/11/2012,11,2012,Rambam,HazonIsh,2.5,2,54,840000
29/11/2012,11,2012,NeotShikma,Kapah,5,4,117,1675000
29/11/2012,11,2012,PrasNovel,MaagalAshalom,4,9,97,1810000
29/11/2012,11,2012,Rambam,MordekhaiMotelehRosenstein,4,1,100,1400000
29/11/2012,11,2012,Rambam,Jerusalem,3,3,63,780000
29/11/2012,11,2012,Rambam,Krachevski,5,3,104,1200000
29/11/2012,11,2012,Rambam,BeitYosef,4,3,78,1100000
29/11/2012,11,2012,Rambam,DavidHaReuveni,4,5,88,1440000
02/12/2012,12,2012,Rambam,Nehama,4,1,80,1160000
02/12/2012,12,2012,Rambam,HaKovesh,4,1,69,1050000
03/12/2012,12,2012,PrasNovel,MaagalAshalom,4,8,97,1855000
03/12/2012,12,2012,Rambam,HaAhimSuleiman,3,2,67,1200000
04/12/2012,12,2012,NeotShikma,BenSaruq,5,8,128,1800000
04/12/2012,12,2012,NeotShikma,HaNagid,3,7,65,1225000
04/12/2012,12,2012,Rambam,Jerusalem,3,6,61,1050000
05/12/2012,12,2012,NeotAshalim,HaKinor,3,1,71,1255000
05/12/2012,12,2012,Rambam,AhadHaAm,4,2,67,990000
05/12/2012,12,2012,NeotAshalim,HeHalil,3,1,68,1260000
06/12/2012,12,2012,Rambam,HazonIsh,3,1,85,900000
06/12/2012,12,2012,Rambam,HaAhimSuleiman,5,3,132,1740000
06/12/2012,12,2012,Rambam,HazonIsh,2,1,54,900000
09/12/2012,12,2012,Rambam,HaRavUziel,4,2,81,1115000
10/12/2012,12,2012,Rambam,ShlomoEliraz,4,23,125,1321000
11/12/2012,12,2012,PrasNovel,MaagalAshalom,3,1,76,1470000
11/12/2012,12,2012,Rambam,HazonIsh,3.5,2,67,969000
12/12/2012,12,2012,NeotShikma,HaNagid,4,2,82,1340000
12/12/2012,12,2012,Rambam,Weizbard,3,1,67,930000
13/12/2012,12,2012,NeotShikma,MoreshetIsrael,3,3,65,1200000
13/12/2012,12,2012,NeotShikma,HaRashba,3,2,69,1314000
16/12/2012,12,2012,Rambam,TsviFrank,5,5,125,1550000
16/12/2012,12,2012,NeotShikma,HaNagid,3,5,65,1235000
16/12/2012,12,2012,Rambam,Eisenband,4,1,71,937000
16/12/2012,12,2012,Rambam,Rambam,5,2,118,1800000
17/12/2012,12,2012,NeotAshalim,HaKlarnit,4,4,101,1530000
17/12/2012,12,2012,NeotAshalim,HaOrgan,3,5,63,1220000
17/12/2012,12,2012,Rambam,RabbiYosefKaro,3,2,67,1040000
18/12/2012,12,2012,NeotShikma,HaRabimiLiubavich,4,2,85,1236000
18/12/2012,12,2012,PrasNovel,MaagalAshalom,4,6,94,1700000
19/12/2012,12,2012,Rambam,KidushHaShem,4,1,81,985000
19/12/2012,12,2012,NeotShikma,Rival,3,3,73,1320000
19/12/2012,12,2012,Rambam,TsviFrank,3.5,5,82,1150000
20/12/2012,12,2012,NeotAshalim,HaTizmoret,5,3,118,1760000
20/12/2012,12,2012,Rambam,AriehRafael,3,4,64,800000
23/12/2012,12,2012,Rambam,Margolin,4,2,87,1080000
23/12/2012,12,2012,Rambam,HaRavZinger,2,3,48,840000
24/12/2012,12,2012,Rambam,Zadal,3,5,80,1210000
24/12/2012,12,2012,Rambam,Abarbanel,4,1,95,1116000
24/12/2012,12,2012,Rambam,Yehuda,4,1,73,1050000
25/12/2012,12,2012,Rambam,HaAhimSuleiman,4,5,110,1671000
26/12/2012,12,2012,Rambam,Brandeis,3,1,81,705000
27/12/2012,12,2012,Rambam,HaRavZinger,3,1,61,865000
